CNJ,CNJYear,NATURE,SUBJECT,IsCriminal,JusticeSegmentVerifier,NatureVerifier,NatureVerifier2,SubjectVerifier,IsCriminalVerifier
0174794-61.2017.4.02.5157,2017,PROCESSO CÍVEL E DO TRABALHO - Processo de Conhecimento - Procedimento de Conhecimento - Procedimento do Juizado Especial Cível,Aposentadoria por Invalidez - DIREITO PREVIDENCIÁRIO - Benefícios em Espécie - Aposentadoria por Invalidez,FALSE,ok,no,no,no,false
0000809-57.2021.5.09.0008,2021,Cumprimento Provisório de Sentença,,FALSE,no,ok,no,vazio,false
1005060-78.2014.8.26.0152,2014,Reintegração / Manutenção de Posse,"Arrendamento Mercantil, Liminar",FALSE,ok,ok,no,no,false
5406000-98.2001.5.09.0018,2001,Agravo de Petição,Horas Extras,FALSE,no,ok,no,no,false
0001137-42.2011.8.26.0160,2011,Arrolamento de Bens,Inventário e Partilha,FALSE,ok,ok,no,no,false
5001139-48.2018.4.03.6143,2018,EXECUÇÃO FISCAL (1116),Multas e demais Sanções (10395),FALSE,ok,ok,no,no,false
0801373-36.2021.8.14.0065,2021,- Busca E Apreensão Em Alienação Fiduciária,9582 - Alienação Fiduciária,FALSE,ok,ok,no,no,false
1002588-77.2022.8.26.0038,2022,Requerimento de Apreensão de Veículo,Obrigação de Entregar,FALSE,ok,ok,no,no,false
0009469-38.2005.8.26.0053,2005,Mandado de Segurança Cível,,FALSE,ok,no,no,vazio,false
1162249-60.2007.8.13.0271,2007,AGRAVO EM RECURSO ESPECIAL,"DIREITO CIVIL, Responsabilidade Civil, Indenização por Dano Moral",FALSE,ok,ok,no,no,false
0015660-98.2009.8.26.0590,2009,Arrolamento de Bens,,FALSE,ok,ok,no,vazio,false
1000295-25.2021.5.02.0318,2021,Execução Provisória em Autos Suplementares,,FALSE,no,ok,no,vazio,false
1000329-61.2022.5.02.0351,2022,CartPrecCiv,Atos executórios - Objetos de Cartas Precatórias / de Ordem / Rogatórias - DIREITO PROCESSUAL CIVIL E DO TRABALHO,FALSE,no,ok,no,ok,false
0008784-15.2015.8.16.0035,2015,- Recuperação Judicial,5000 - Concurso de Credores,FALSE,ok,ok,no,no,false
0008784-15.2015.8.16.0035,2015,- Recuperação Judicial,5000 - Concurso de Credores,FALSE,ok,ok,no,no,false
5004404-02.2020.8.13.0024,2020,[CÍVEL] PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,Acidente de Trânsito (10441),FALSE,ok,no,no,no,false
0002041-33.2014.4.01.3508,2014,436 - Procedimento do Juizado Especial Cível,10159 - Atualização de Conta,FALSE,ok,no,no,no,false
0001722-68.2010.8.16.0173,2010,- Cumprimento de sentença,,FALSE,ok,ok,no,vazio,false
0014413-55.2015.4.03.6181,2015,60 . CARTA PRECATORIA,CARTAS PRECATORIA/ROGATORIA/ORDEM - MERA CIENCIA,FALSE,ok,ok,no,no,false
5011411-48.2020.8.13.0702,2020,[CÍVEL] PROCEDIMENTO COMUM CÍVEL,DIREITO CIVIL / Obrigações / Inadimplemento / Rescisão / Resoluçã,FALSE,ok,no,no,no,false
0228284-50.2008.8.26.0100,2008,Usucapião,Registro de Imóveis,FALSE,ok,ok,no,no,false
0009650-65.2012.4.03.6100,2012,28 . MONITORIA,LINHA DE CREDITO - CONTRATOS/CIVIL/COMERCIAL/ECONOMICO E FINANCEIRO - DIREITO CIVIL  PG REF CONTR CONSTRUCARD 1598.160.494/71,FALSE,ok,ok,no,no,false
1012282-44.2022.8.26.0564,2022,Produção Antecipada da Prova,Liminar,FALSE,ok,ok,no,no,false
0501217-64.2013.8.24.0020,2013,EXECUÇÃO DE TÍTULO EXTRAJUDICIAL,"Alienação fiduciária, Espécies de contratos, Obrigações, DIREITO CIVIL",FALSE,ok,ok,no,no,false
0002130-07.2017.8.16.0111,2017,- Carta Precatória Cível,7691 - Inadimplemento,FALSE,ok,no,no,no,false
8000891-97.2017.8.05.0154,2017,HOMOLOGAÇÃO DE TRANSAÇÃO EXTRAJUDICIAL,,FALSE,ok,ok,no,vazio,false
0800058-24.2017.8.01.0081,2017,Reexame Necessário,,FALSE,ok,ok,no,vazio,false
5001800-84.2019.8.13.0515,2019,[CÍVEL] EXECUÇÃO DE TÍTULO EXTRAJUDICIAL,DIREITO CIVIL / Obrigações / Espécies de Títulos de Crédito / Nota Promissóri,FALSE,ok,no,no,no,false
0000355-02.2019.8.26.0242,2019,Cumprimento de Sentença,Cheque,FALSE,ok,ok,no,no,false
1009698-31.2022.8.26.0361,2022,Monitória,Pagamento,FALSE,ok,ok,no,no,false
0015309-03.2021.8.16.0035,2021,- Procedimento Comum Cível,,FALSE,ok,no,no,vazio,false
5009453-33.2022.8.08.0011,2022,PROCEDIMENTO DO JUIZADO ESPECIAL DA FAZENDA PÚBLICA,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,FALSE,ok,ok,no,no,false
0000289-67.2011.4.01.3302,2011,436 - Procedimento do Juizado Especial Cível,6098 - Rural Art 4851,FALSE,ok,no,no,no,false
5000056-38.2020.8.08.0069,2020,EXECUÇÃO DE TÍTULO EXTRAJUDICIAL (12154),"Compra e Venda (9587)
Cheque (4970)",FALSE,ok,ok,no,no,false
0007800-35.2009.8.19.0204,2009,Execução de Alimentos,,FALSE,ok,ok,no,vazio,false
0074669-71.2021.8.16.0000,2021,- Agravo de Instrumento,,FALSE,ok,ok,no,vazio,false
5001146-45.2021.8.24.0055,2021,BUSCA E APREENSÃO EM ALIENAÇÃO FIDUCIÁRIA -  Civil - Bancário,,FALSE,ok,ok,no,vazio,false
0007705-43.2017.8.16.0160,2017,- Carta Precatória Cível,,FALSE,ok,no,no,vazio,false
5582151-35.2018.8.09.0029,2018,Execução de Título Extrajudicial ( L.E. ),Inadimplemento -,FALSE,ok,ok,no,no,false
0036632-60.2018.8.19.0205,2018,Divórcio,Dissolução / Sociedade,FALSE,ok,ok,no,no,false
5002153-57.2010.4.04.7101,2010,Remessa Necessária,"DIREITO TRIBUTÁRIO, Liberação de mercadorias, Procedimentos Fiscais",FALSE,ok,ok,no,no,false
5007196-45.2022.8.13.0480,2022,[CÍVEL] CARTA PRECATÓRIA CÍVEL,DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826) - Objetos de cartas precatórias/de ordem (11781) - Citação (11783,FALSE,ok,no,no,no,false
3051119-83.2011.8.15.2001,2011,Recurso Inominado,,FALSE,ok,ok,no,vazio,false
0002709-25.2021.8.27.2724,2021,Carta Precatória Cível -  PRECATÓRIAS,"Citação, Objetos de cartas precatórias/de ordem, DIREITO PROCESSUAL CIVIL E DO TRABALHO",FALSE,ok,no,no,no,false
0005165-38.2007.4.03.6119,2007,29 . PROCEDIMENTO COMUM,APOSENTADORIA POR TEMPO DE CONTRIBUICAO (ART. 55/56) - BENEFICIOS EM ESPECIE  - DIREITO PREVIDENCIARIO,FALSE,ok,ok,no,no,false
0004118-13.2012.8.05.0154,2012,Execução de Alimentos,Alimentos(PRINCIPAL),FALSE,ok,ok,no,no,false
9005317-65.2018.8.21.0022,2018,procedimento do juizado especial cível,indenização por dano material :: competência da juizado especial cível,FALSE,ok,no,no,no,false
0303896-51.2018.8.24.0018,2018,Monitória,Compra e Venda,FALSE,ok,ok,no,no,false
1501179-75.2018.8.26.0514,2018,Execução FiscalExecução Fiscal,Dívida Ativa,FALSE,ok,ok,no,no,false
0034400-69.1999.5.15.0119,1999,ROPS - RECURSO ORDINÁRIO EM PROCEDIMENTO SUMARÍSSIMO,,FALSE,no,ok,no,vazio,false
0249109-54.2014.3.00.0000,2014,RECLAMAÇÃO,"DIREITO DO CONSUMIDOR, Responsabilidade do Fornecedor, Indenização por Dano Moral, Inclusão Indevida em Cadastro de Inadimplentes",FALSE,ok,ok,no,no,false
5013715-47.2021.8.24.0033,2021,Procedimento Comum Cível -  Civil - Bancário,,FALSE,ok,no,no,vazio,false
1002245-41.2013.8.26.0606,2013,Usucapião,Usucapião Ordinária,FALSE,ok,ok,no,no,false
0197723-37.2011.8.21.7000,2011,agravo,seguros,FALSE,ok,ok,no,no,false
5018335-07.2022.8.13.0702,2022,[CÍVEL] BUSCA E APREENSÃO EM ALIENAÇÃO FIDUCIÁRIA,DIREITO CIVIL (899)  -  Obrigações (7681)  -  Espécies de Contratos (9580)  -  Alienação Fiduciária (9582,FALSE,ok,no,no,no,false
0000174-53.2010.5.02.0074,2010,Agravo de Petição,AÇÃO TRABALHISTA (ORDINÁRIO),FALSE,no,ok,no,no,false
5009843-13.2022.8.13.0480,2022,[CÍVEL] BUSCA E APREENSÃO EM ALIENAÇÃO FIDUCIÁRIA,DIREITO CIVIL (899) - Obrigações (7681) - Espécies de Contratos (9580) - Alienação Fiduciária (9582,FALSE,ok,no,no,no,false
0001092-53.2017.4.03.6125,2017,. EXECUCAO FISCAL,MULTAS - DIVIDA ATIVA - TRIBUTARIO,FALSE,ok,ok,no,no,false
5001173-65.2021.8.13.0271,2021,[CÍVEL] CUMPRIMENTO DE SENTENÇA,DIREITO PROCESSUAL CIVIL E DO TRABALHO / LIQUIDAÇÃO / CUMPRIMENTO / EXECUÇÃO / CAUSAS SUPERVENIENTES À SENTENÇ,FALSE,ok,no,no,no,false
0000270-58.2018.8.19.0076,2018,Consignação em Pagamento - CPC,Pagamento em Consignação,FALSE,ok,ok,no,no,false
0392280-94.2009.8.19.0001,2009,Restauração de Autos,"Restituição Ou Levantamento Ou Remoção de Bens Ou Valores, Atos Processuais",FALSE,ok,ok,no,no,false
0024330-44.2011.8.26.0562,2011,Protesto,,FALSE,ok,ok,no,vazio,false
0008601-76.2014.4.01.3803,2014,436 - Procedimento do Juizado Especial Cível,10159 - Atualização de Conta,FALSE,ok,no,no,no,false
0000082-19.2017.8.17.2190,2017,AÇÃO CIVIL PÚBLICA CÍVEL,DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826) - Processo e Procedimento (8960) - Antecipaão de Tutela / Tutela Específica (8961 DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) - Domínio Público (10088) - Bens Públicos (10089,FALSE,ok,no,no,no,false
0000359-73.2018.8.16.0138,2018,- Execução Fiscal,6017 - Dívida Ativa,FALSE,ok,ok,no,no,false
0013306-09.2012.8.21.0017,2012,incidentes processuais,impugnação à fase de cumprimento da sentença.,FALSE,ok,ok,no,no,false
0049851-73.2012.8.13.0317,2012,Petição,,FALSE,ok,ok,no,vazio,false
5008425-75.2020.8.24.0004,2020,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL -  Juizado Especial Cível,"Despesas Condominiais, Condomínio em edifício, Propriedade, Coisas, DIREITO CIVIL",FALSE,ok,no,no,no,false
5008425-75.2020.8.24.0004,2020,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL -  Juizado Especial Cível,"Despesas Condominiais, Condomínio em edifício, Propriedade, Coisas, DIREITO CIVIL",FALSE,ok,no,no,no,false
0013794-62.2015.4.03.6105,2015,60 . CARTA PRECATORIA,CARTAS PRECATORIA/ROGATORIA/ORDEM - MERA CIENCIA  CITACAO DA RE.,FALSE,ok,ok,no,no,false
5005887-53.2019.8.24.0135,2019,Arrolamento Sumário,"Inventário e Partilha, Sucessões, DIREITO CIVIL",FALSE,ok,ok,no,no,false
0000098-93.2017.5.09.0654,2017,CartPrecCiv,Adicional de Hora Extra,FALSE,no,ok,no,no,false
0301736-75.2017.8.24.0022,2017,AGRAVO EM RECURSO ESPECIAL,"DIREITO CIVIL | Coisas - DIREITO CIVIL,Propriedade - DIREITO CIVIL | Aquisição - DIREITO CIVIL | Usucapião Ordinária",FALSE,ok,ok,no,no,false
0027799-90.2021.8.13.0342,2021,Recurso Inominado,,FALSE,ok,ok,no,vazio,false
0004033-58.2017.8.26.0577,2017,Cumprimento de Sentença,Atos Administrativos,FALSE,ok,ok,no,no,false
0003709-26.2010.8.08.0024,2010,Execução Fiscal « Processo de Execução « PROCESSO CÍVEL E DO TRABALHO,"Dívida Ativa, DIREITO TRIBUTÁRIO",FALSE,ok,no,no,no,false
0039346-65.2010.8.09.0006,2010,PROCESSO CÍVEL E DO TRABALHO -> Processo de Execução -> Execução de Título Extrajudicial -> Execução de Título Extrajudicial,DIREITO CIVIL -> Obrigações -> Espécies de Contratos -> Locação de Imóvel -> Cobrança de Aluguéis - Sem despejo - Finalidade - PENHORA,FALSE,ok,no,no,no,false
0048300-51.2007.5.20.0006,2007,RTOrd,,FALSE,no,ok,no,vazio,false
0031641-57.2014.8.06.0071,2014,Execução de Alimentos,Alimentos,FALSE,ok,ok,no,no,false
0004073-93.2000.8.26.0655,2000,Reintegração / Manutenção de Posse,,FALSE,ok,ok,no,vazio,false
5000239-59.2021.8.13.0093,2021,[CÍVEL] CARTA PRECATÓRIA CÍVEL,DIREITO PROCESSUAL CIVIL E DO TRABALHO / Objetos de cartas precatórias/de ordem / Oitiv,FALSE,ok,no,no,no,false
0000952-89.2015.8.16.0144,2015,- Procedimento Sumário,9587 - Compra e Venda,FALSE,ok,ok,no,no,false
3000098-86.2020.8.06.0034,2020,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL (436),Despesas Condominiais (10467),FALSE,ok,no,no,no,false
0119035-77.2002.8.26.0100,2002,Monitória,,FALSE,ok,ok,no,vazio,false
1009187-79.2018.8.26.0003,2018,Recurso Inominado Cível,Gratificações e Adicionais,FALSE,ok,no,no,no,false
0001553-79.2016.8.16.0138,2016,- Procedimento Comum Cível,,FALSE,ok,no,no,vazio,false
0807586-86.2017.8.10.0040,2017,CARTA PRECATÓRIA CÍVEL,DIREITO PROCESSUAL CIVIL E DO TRABALHO - Objetos de cartas precatrias/de ordem - Diligências,FALSE,ok,no,no,no,false
9069589-26.2014.8.13.0024,2014,DIREITO CIVIL,"Nota Promissória, Espécies de Títulos de Crédito, Obrigações, DIREITO CIVIL",FALSE,ok,ok,no,no,false
0800714-21.2019.8.12.0043,2019,Arrolamento Sumário,Arrolamento de Bens,FALSE,ok,ok,no,no,false
0800772-15.2020.8.14.0049,2020,ALIMENTOS - LEI ESPECIAL Nº .478/68 (69,DIREITO CIVIL (899) - Famlia (5626) - Alimentos (5779) - Revisão (5788,FALSE,ok,ok,no,no,false
0508192-32.2015.8.19.0001,2015,Consignação em Pagamento - CPC,Pagamento em Consignação,FALSE,ok,ok,no,no,false
5303611-54.2018.8.09.0029,2018,"PROCESSO CÍVEL E DO TRABALHO -> Processo de Conhecimento -> Procedimento de Conhecimento -> Procedimentos Especiais -> Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos -> Busca e Apreensão em Alienação Fiduciária",DIREITO CIVIL -> Obrigações -> Espécies de Contratos -> Alienação Fiduciária - Decreto-Lei nº 911/69 e Lei Federal nº 9514/97;,FALSE,ok,no,no,no,false
0011939-85.2017.5.15.0018,2017,Recurso Ordinário Trabalhista,,FALSE,no,ok,no,vazio,false
0015092-18.2013.8.26.0566,2013,Arrolamento Sumário,Inventário e Partilha,FALSE,ok,ok,no,no,false
0002451-39.2015.4.03.6309,2015,1 (CNJ 436) - PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,"010801 - FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIÇO - ENTIDADES ADMINISTRATIVAS/ADMINISTRAÇÃO PÚBLICA, 10159 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO - ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA - FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIÇO - ATUALIZAÇÃO DE CONTA, 312 - CORREÇÃO/ATUALIZAÇÃO INPC/IPCA/OUTRO ÍNDICE",FALSE,ok,no,no,no,false
0000822-50.2015.5.17.0006,2015,ET,,FALSE,no,ok,no,vazio,false
0012093-80.2019.5.15.0003,2019,Homologação da Transação Extrajudicial,,FALSE,no,ok,no,vazio,false
1036767-42.2018.8.26.0114,2018,Alvará Judicial - Lei 6858/80,Levantamento de Valor,FALSE,ok,ok,no,no,false
0001195-90.2007.8.24.0079,2007,Apreensão e Depósito de Coisa Vendida com Reserva de Domínio,,FALSE,ok,ok,no,vazio,false
0004631-29.2014.8.16.0178,2014,- Cumprimento de sentença,,FALSE,ok,ok,no,vazio,false
7000294-43.2016.8.22.0014,2016,EXECUÇÃO DE TÍTULO EXTRAJUDICIAL (159),Duplicata (4972),FALSE,ok,ok,no,no,false
5002870-60.2019.8.21.0048,2019,Recurso Inominado Cível,"Acidente de trânsito, Indenização por dano material, Responsabilidade civil, DIREITO CIVIL",FALSE,ok,no,no,no,false
0004595-81.2019.8.24.0018,2019,CUMPRIMENTO DE SENTENÇA -  Civil - Monitórias,"Liquidação / Cumprimento / Execução, DIREITO PROCESSUAL CIVIL E DO TRABALHO",FALSE,ok,ok,no,no,false
5014062-82.2022.8.13.0702,2022,[CÍVEL] PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,DIREITO DO CONSUMIDOR / RESPONSABILIDADE DO FORNECEDOR / INDENIZAÇÃO POR DANO MORAL / INCLUSÃO INDEVIDA EM CADASTRO DE INADIMPLENTE - DIREITO PROCESSUAL CIVIL E DO TRABALHO / LIQUIDAÇÃO / CUMPRIMENTO / EXECUÇÃO / OBRIGAÇÃO DE FAZER / NÃO FAZE,FALSE,ok,no,no,no,false
5009806-31.2022.8.24.0075,2022,PROCEDIMENTO DO JUIZADO ESPECIAL DA FAZENDA PÚBLICA,"CNH - Carteira Nacional de Habilitação, Sistema Nacional de Trânsito, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",FALSE,ok,ok,no,no,false
0001333-52.2020.8.26.0368,2020,Cumprimento de Sentença,Locação de Imóvel,FALSE,ok,ok,no,no,false
0033846-04.2011.8.16.0001,2011,- Procedimento Comum Cível,,FALSE,ok,no,no,vazio,false
0013151-78.2014.4.01.4300,2014,436 - Procedimento do Juizado Especial Cível,6101 - Auxílio-Doença Previdenciário,FALSE,ok,no,no,no,false
0000401-33.2017.8.26.0477,2017,Cumprimento de Sentença,Dissolução,FALSE,ok,ok,no,no,false
0000401-33.2017.8.26.0477,2017,Cumprimento de Sentença,Dissolução,FALSE,ok,ok,no,no,false
0707423-55.2020.8.07.0015,2020,CARTA PRECATÓRIA CÍVEL (261),Citação (11783),FALSE,ok,no,no,no,false
0008364-73.2016.8.16.0035,2016,- Carta Precatória Cível,,FALSE,ok,no,no,vazio,false
0003219-63.2018.8.16.0165,2018,- Carta Precatória Cível,10435 - Acidente de Trânsito,FALSE,ok,no,no,no,false
0001379-54.2009.4.01.3311,2009,- Execução Fiscal,10395 - Multas e demais Sanções,FALSE,ok,ok,no,no,false
0015330-14.2013.8.07.0001,2013,Reintegração / Manutenção de Posse,"Arrendamento Mercantil (DIREITO CIVIL, Obrigações, Espécies de Contratos)",FALSE,ok,ok,no,no,false
0045349-55.2014.8.11.0001,2014,Homologação de Transação Extrajudicial,DIREITO DO CONSUMIDOR,FALSE,ok,ok,no,no,false
5001048-68.2022.8.13.0625,2022,[CÍVEL] PROCEDIMENTO COMUM CÍVEL,DIREITO CIVIL / Responsabilidade Civil / Indenização por Dano Moral / Acidente de Trânsit DIREITO CIVIL / Responsabilidade Civil / Indenização por Dano Material / Acidente de Trânsit,FALSE,ok,no,no,no,false
5001662-78.2022.8.13.0106,2022,[CÍVEL] PROCEDIMENTO COMUM CÍVEL,DIREITO CIVIL (899) - Obrigações (7681) - Espécies de Contratos (9580) - Compra e Venda (9587 DIREITO CIVIL (899) - Obrigações (7681) - Espécies de Contratos (9580) - Prestação de Serviços (9596,FALSE,ok,no,no,no,false
0801530-42.2015.8.12.0043,2015,Procedimento do Juizado Especial Cível - Propriedade,Indenização por Dano Moral,FALSE,ok,no,no,no,false
0154721-89.2016.8.09.0011,2016,Consignação em Pagamento ( CPC ),,FALSE,ok,ok,no,vazio,false
0003839-90.2014.4.01.3811,2014,436 - Procedimento do Juizado Especial Cível,10159 - Atualização de Conta,FALSE,ok,no,no,no,false
5010466-49.2020.8.13.0027,2020,[CÍVEL] CARTA PRECATÓRIA CÍVEL,DIREITO PROCESSUAL CIVIL E DO TRABALHO / Objetos de cartas precatórias/de ordem / Intimaçã DIREITO PROCESSUAL CIVIL E DO TRABALHO / Objetos de cartas precatórias/de ordem / Citaçã,FALSE,ok,no,no,no,false
0011298-29.2021.4.03.6306,2021,CNJ 436) - PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,DIREITO PREVIDENCIÁRIO (195) - Benefícios em Espécie (6094) - Auxílio-Doença Previdenciário (6101,FALSE,ok,no,no,no,false
0007122-21.2014.4.01.3812,2014,436 - Procedimento do Juizado Especial Cível,10159 - Atualização de Conta,FALSE,ok,no,no,no,false
0009375-38.2019.8.16.0034,2019,- Busca e Apreensão em Alienação Fiduciária,10481 - Propriedade Fiduciária,FALSE,ok,ok,no,no,false
5013166-39.2017.8.09.0051,2017,Carta Precatória ( CPP ),Finalidade - SUSPENSAO DO PROCESSO,FALSE,ok,ok,no,no,false
0003656-61.2018.8.16.0050,2018,- Procedimento Comum,6118 - Aposentadoria por Tempo de Contribuição (Art. 55/6),FALSE,ok,ok,no,no,false
5278282-31.2019.8.09.0150,2019,- PROCESSO CÍVEL E DO TRABALHO -> Processo de Conhecimento -> Procedimento de Conhecimento -> Procedimento do Juizado Especial Cível,7691 - DIREITO CIVIL -> Obrigações -> Inadimplemento,FALSE,ok,no,no,no,false
0002148-73.2017.4.03.6141,2017,. CARTA PRECATORIA,CARTAS PRECATORIA/ROGATORIA/ORDEM - MERA CIENCIA,FALSE,ok,ok,no,no,false
5012802-41.2020.8.13.0701,2020,[CÍVEL] PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL (436),Cheque (4970),FALSE,ok,no,no,no,false
0003297-32.2020.8.27.2703,2020,Carta Precatória Cível - PRECATÓRIAS,,FALSE,ok,no,no,vazio,false
8000375-19.2016.8.05.0120,2016,ALIMENTOS - LEI ESPECIAL Nº .478/68 (69,DIREITO CIVIL (899) - Família (5626) - Alimentos (5779) - Oferta (6238,FALSE,ok,ok,no,no,false
0000513-82.2021.5.06.0181,2021,HTE,Horas Extras - Intervalo Interjornadas - Intervalo Intrajornada,FALSE,no,ok,no,no,false
0010334-31.2018.5.15.0128,2018,ExProvAS,Execução Provisória,FALSE,no,ok,no,no,false
5003042-49.2021.8.13.0114,2021,[CÍVEL] PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,DIREITO DO CONSUMIDOR / RESPONSABILIDADE DO FORNECEDOR / INDENIZAÇÃO POR DANO MORAL / INCLUSÃO INDEVIDA EM CADASTRO DE INADIMPLENTE - DIREITO DO CONSUMIDOR (1156)  -  Responsabilidade do Fornecedor (6220)  -  Indenização por Dano Moral (7779)  -  Inclusão Indevida em Cadastro de Inadimplentes (6226,FALSE,ok,no,no,no,false
0000473-75.2016.5.09.0122,2016,ExCCJ,"Execução Provisória, Processo do Trabalho",FALSE,no,ok,no,no,false
5004828-90.2022.8.13.0471,2022,[CÍVEL] EXECUÇÃO DE TÍTULO EXTRAJUDICIAL,DIREITO CIVIL (899)  -  Obrigações (7681)  -  Inadimplemento (7691,FALSE,ok,no,no,no,false
1011426-39.2017.8.26.0020,2017,Alienação Judicial de Bens,Alienação Judicial,FALSE,ok,ok,no,no,false
0000713-84.2022.8.16.0162,2022,- Busca e Apreensão em Alienação Fiduciária,Alienação Fiduciária,FALSE,ok,ok,no,no,false
0053100-06.2007.5.24.0041,2007,Reclamação Trabalhista,,FALSE,no,ok,no,vazio,false
0008403-28.2022.8.03.0001,2022,EXECUÇÃO DE TÍTULO EXTRAJUDICIAL,,FALSE,ok,ok,no,vazio,false
5009053-82.2021.8.24.0019,2021,EXECUÇÃO DE TÍTULO EXTRAJUDICIAL -  Civil - Bancário,"Cédula de crédito bancário, Espécies de títulos de crédito, Obrigações, DIREITO CIVIL",FALSE,ok,ok,no,no,false
1017534-89.2018.8.26.0007,2018,Reintegração / Manutenção de Posse,Esbulho / Turbação / Ameaça,FALSE,ok,ok,no,no,false
0808261-31.2017.8.15.0001,2017,RETIFICAÇÃO OU SUPRIMENTO OU RESTAURAÇÃO DE REGISTRO CIVIL,REGISTROS PBLICOS (7724) - Registro Civil das Pessoas Naturais (7725) - Retificação de Nome (7735,FALSE,ok,ok,no,no,false
0001310-44.2014.5.10.0811,2014,ConPag,Abandono de Emprego,FALSE,no,ok,no,no,false
0001310-44.2014.5.10.0811,2014,ConPag,Abandono de Emprego,FALSE,no,ok,no,no,false
0007520-12.2012.8.14.0006,2012,Busca e Apreensão Infância e Juventude,Cédula de Crédito Bancário,FALSE,ok,ok,no,no,false
5000792-67.2019.8.24.0159,2019,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL -  Juizado Especial Cível,"Indenização por dano moral, Responsabilidade civil, DIREITO CIVIL",FALSE,ok,no,no,no,false
0000325-68.2013.8.26.0438,2013,Arrolamento Sumário,Inventário e Partilha,FALSE,ok,ok,no,no,false
0000081-40.1993.8.24.0069,1993,Execução de Sentença,,FALSE,ok,ok,no,vazio,false
0001865-39.2009.8.26.0456,2009,Embargos à Execução Fiscal,,FALSE,ok,ok,no,vazio,false
1004607-38.2015.8.26.0576,2015,Busca e Apreensão,"Propriedade Fiduciária, Liminar",FALSE,ok,ok,no,no,false
0003942-77.2008.8.24.0014,2008,EXECUÇÃO DE TÍTULO EXTRAJUDICIAL -  Cível,DIREITO CIVIL,FALSE,ok,no,no,no,false
0003942-77.2008.8.24.0014,2008,EXECUÇÃO DE TÍTULO EXTRAJUDICIAL -  Cível,DIREITO CIVIL,FALSE,ok,no,no,no,false
5029940-86.2018.8.13.0702,2018,[CÍVEL] PROCEDIMENTO COMUM CÍVEL,DIREITO CIVIL (899) - Responsabilidade Civil (10431) - Indenização por Dano Moral (10433) - Acidente de Trânsito (10435 DIREITO CIVIL (899) - Responsabilidade Civil (10431) - Indenização por Dano Material (10439) - Acidente de Trânsito (10441,FALSE,ok,no,no,no,false
0049685-78.2021.8.16.0014,2021,- Procedimento Comum Cível,9597 - Seguro,FALSE,ok,no,no,no,false
0015060-70.2016.8.16.0021,2016,- Carta Precatória Cível,10435 - Acidente de Trânsito,FALSE,ok,no,no,no,false
0027011-04.2016.4.03.6182,2016,99 . EXECUCAO FISCAL,DIVIDA ATIVA - DIREITO TRIBUTARIO,FALSE,ok,ok,no,no,false
0002998-55.2013.5.02.0049,2013,RTOrd,,FALSE,no,ok,no,vazio,false
5008441-10.2018.4.04.7208,2018,Cumprimento de Sentença contra a Fazenda Pública (JEF),"1. Benefício Assistencial (Art. 203,V CF/88), DIREITO ASSISTENCIAL",FALSE,ok,ok,no,no,false
0016915-76.2015.8.16.0035,2015,- Carta Precatória Cível,4701 - Ato / Negócio Jurídico,FALSE,ok,no,no,no,false
8000437-07.2020.8.05.0189,2020,MONITÓRIA,,FALSE,ok,ok,no,vazio,false
0003339-08.2013.5.02.0041,2013,RTOrd,,FALSE,no,ok,no,vazio,false
0000125-54.2019.5.09.0671,2019,Agravo de Instrumento em Recurso Ordinário,"Verbas Rescisórias, Acordo e Convenção Coletivos de Trabalho, Adicional de Produtividade, Assistência Judiciária Gratuita, Correção Monetária, Honorários na Justiça do Trabalho, Horas Extras, Intervalo Interjornadas, Multa Prevista em Norma Coletiva, Multa do Artigo 467 da CLT, Multa do Artigo 477 da CLT, Tomador de Serviços / Terceirização",FALSE,no,ok,no,no,false
