cnj_number,doc_id_type,doc_id_number,canonical_name,canonical_type,cover_name,court,forum,court_section,nature,subject,laws_via_cnj_subject,pole,is_criminal,is_carta_precatoria
5009760-32.2020.8.24.0004,CPF,CPF,NOME,NOME,NOME,TJSC,,Juízo da 2ª Vara Criminal da Comarca de Araranguá,TERMO CIRCUNSTANCIADO -  Juizado Especial Criminal,,,polo_passivo,TRUE,FALSE
1003803-98.2020.8.26.0510,CPF,CPF,NOME,NOME,NOME,TJSP,,Vara do Júri/Exec./Inf. Juv.,Petição Criminal,Petição intermediária,,polo_ativo,TRUE,FALSE
0011065-14.2019.5.15.0024,CPF,CPF,NOME,NOME,NOME,TRT15,,,AIRR,,,polo_ativo,FALSE,FALSE
0007776-13.2016.8.12.0800,CPF,CPF,NOME,NOME,NOME,TJMS,,,Auto de Prisão em Flagrante,Ameaça,,polo_passivo,TRUE,FALSE
0000521-16.2022.8.05.0112,CPF,CPF,NOME,NOME,NOME,TJBA,Vara do Sistema dos Juizados,,REPRESENTAÇÃO CRIMINAL,Ameaça  / Crimes contra a liberdade pessoal / DIREITO PENAL,- Artigo 147 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940,polo_ativo,TRUE,FALSE
1001449-23.2019.8.11.0003,CPF,CPF,NOME,NOME,NOME,TJMT,"Rondonópolis-Cível, MT",1ª VARA ESP. DA FAZENDA PÚBLICA DE RONDONÓPOLIS,CARTA PRECATÓRIA CÍVEL (261),Atos executórios (11786),"- Parágrafo 4 Artigo 915 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 2 Artigo 915 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 915 da Lei nº 13.105 de 16 de Março de 2015",polo_passivo,FALSE,TRUE
0122363-38.2013.8.26.0000,CPF,CPF,NOME,NOME,NOME,TJSP,"Foro Unificado da Comarca de São Paulo, SP",Foro,Ação Rescisória,DIREITO DO TRABALHO - Responsabilidade Civil do Empregador - Indenização por Dano Material - Acidente de Trabalho,"- Artigo 19 da Lei nº 8.213 de 24 de Julho de 1991
- Artigo 7 da Constituição Federal de 1988
- Inciso XXVIII do Artigo 7 da Constituição Federal de 1988
- Artigo 932 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 186 da Lei nº 10.406 de 10 de Janeiro de 2002",polo_passivo,FALSE,FALSE
0001014-82.2019.8.17.8221,CPF,CPF,NOME,NOME,NOME,TJPE,,Juizado Especial Cível e das Relações de Consumo do Cabo de Santo Agostinho - Turno Manhã - 07:00h às 13:00h,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL (436),Prestação de Serviços (9596),"- Artigo 609 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 608 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 607 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 606 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 605 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 604 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 603 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 602 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 601 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 600 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 599 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 598 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 597 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 596 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 595 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 594 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 593 da Lei nº 10.406 de 10 de Janeiro de 2002",polo_passivo,FALSE,FALSE
0014060-59.2019.8.16.0173,CPF,CPF,NOME,NOME,NOME,TJPR,,,- Carta Precatória Cível,10938 - Citação,"- Artigo 259 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 258 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 257 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 256 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 255 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 254 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 253 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 252 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 251 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 250 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 249 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 248 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 247 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 246 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 245 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 244 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 243 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 242 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 241 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 240 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 239 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 238 da Lei nº 13.105 de 16 de Março de 2015",polo_passivo,FALSE,TRUE
5017891-45.2020.8.24.0020,CPF,CPF,NOME,NOME,NOME,TJSC,,Juízo da Vara da Família da Comarca de Criciúma,Guarda de Família -  Família - Geral,,,polo_ativo,FALSE,FALSE
0002863-21.2017.8.16.0095,CPF,CPF,NOME,NOME,NOME,TJPR,,Juizado Especial Cível,- Cumprimento de sentença,7691 - Inadimplemento,,polo_passivo,FALSE,FALSE
5010035-58.2019.4.04.7003,CPF,CPF,NOME,NOME,NOME,TRF4,,,PEDIDO DE LIBERDADE PROVISÓRIA COM OU SEM FIANÇA,"Contrabando (art. 334-A), Crimes praticados por particular contra a Administração em geral, DIREITO PENAL",,polo_ativo,TRUE,FALSE
1001216-90.2016.5.02.0501,CPF,CPF,NOME,NOME,NOME,TRT2,,15ª Turma - Cadeira 5,Recurso Ordinário Trabalhista,Acidente de Trabalho,,polo_ativo,FALSE,FALSE
1001216-90.2016.5.02.0501,CPF,CPF,NOME,NOME,NOME,TRT2,,15ª Turma - Cadeira 5,Recurso Ordinário Trabalhista,Acidente de Trabalho,,polo_passivo,FALSE,FALSE
0009010-61.2014.8.26.0266,CPF,CPF,NOME,NOME,NOME,TJSP,,,Carta Precatória Infracional,Citação,,polo_passivo,TRUE,TRUE
0092591-97.2014.8.13.0148,CPF,CPF,NOME,NOME,NOME,TJMG,,VARA CÍVEL,Procedimento Ordinário,CIVIL > Obrigações > Inadimplemento > Rescisão / Resolução,"- Artigo 607 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 455 da Lei nº 10.406 de 10 de Janeiro de 2002",polo_passivo,FALSE,FALSE
5002753-36.2019.4.04.7110,CPF,CPF,NOME,NOME,NOME,TRF4,,,EXECUÇÃO PENAL,"Execução Penal e de Medidas Alternativas, DIREITO PROCESSUAL PENAL",,polo_passivo,TRUE,FALSE
0001142-16.2018.8.16.0122,CPF,CPF,NOME,NOME,NOME,TJPR,,,- Execução da Pena,7791 - Pena Privativa de Liberdade,"- Artigo 42 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
- Artigo 41 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
- Artigo 40 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
- Artigo 39 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
- Artigo 38 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
- Artigo 37 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
- Artigo 36 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
- Artigo 35 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
- Artigo 34 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
- Artigo 33 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940",polo_passivo,FALSE,FALSE
0001084-49.2011.4.01.3601,CPF,CPF,NOME,NOME,NOME,TRF1,,Vara Federal Cível e Criminal da SSJ,PROCEDIMENTO ESPECIAL DA LEI ANTITÓXICOS,DIREITO PENAL (287) - Crimes Previstos na Legislação Extravagante (3603) - Crimes de Tráfico Ilícito e Uso Indevido de Drogas (3607) - Tráfico de Drogas e Condutas Afins (3608,"- Parágrafo 1 Artigo 33 da Lei nº 11.343 de 23 de Agosto de 2006
- Artigo 33 da Lei nº 11.343 de 23 de Agosto de 2006",polo_passivo,TRUE,FALSE
0001084-49.2011.4.01.3601,CPF,CPF,NOME,NOME,NOME,TRF1,,Vara Federal Cível e Criminal da SSJ,PROCEDIMENTO ESPECIAL DA LEI ANTITÓXICOS,DIREITO PENAL (287) - Crimes Previstos na Legislação Extravagante (3603) - Crimes de Tráfico Ilícito e Uso Indevido de Drogas (3607) - Tráfico de Drogas e Condutas Afins (3608,"- Parágrafo 1 Artigo 33 da Lei nº 11.343 de 23 de Agosto de 2006
- Artigo 33 da Lei nº 11.343 de 23 de Agosto de 2006",polo_passivo,TRUE,FALSE
5116646-57.2022.8.09.0051,CPF,CPF,NOME,NOME,NOME,TJGO,,,PROCESSO CÍVEL E DO TRABALHO -> Processo de Conhecimento -> Procedimento de Conhecimento -> Procedimento Comum Cível,DIREITO CIVIL -> Obrigações -> Espécies de Contratos -> Transporte de Coisas - Lei nº 10.406/02 (Código Civil) -,"- Artigo 756 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 755 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 754 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 753 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 752 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 751 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 750 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 749 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 748 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 747 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 746 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 745 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 744 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 743 da Lei nº 10.406 de 10 de Janeiro de 2002",polo_passivo,FALSE,FALSE
5533856-71.2020.8.09.0101,CPF,CPF,NOME,NOME,NOME,TJGO,,,PROCESSO CRIMINAL -> Procedimentos Investigatórios -> Termo Circunstanciado,DIREITO PENAL -> Crimes contra a Organização do Trabalho -> Exercício de atividade com infração de decisão administrativa  - CP,- Artigo 205 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940,polo_passivo,TRUE,FALSE
0006680-79.2009.8.26.0068,CPF,CPF,NOME,NOME,NOME,TJSP,,,Outros Feitos não Especificados,Contratos Bancários,,polo_ativo,FALSE,FALSE
0002411-53.2021.8.25.0084,CPF,CPF,NOME,NOME,NOME,TJSE,,,Habilitação de Crédito,DIREITO PROCESSUAL CIVIL E DO TRABALHO - Partes e Procuradores - Sucumbência - Honorários Advocatícios - DIREITO CIVIL - Obrigações - Inadimplemento - Correção Monetária - DIREITO PROCESSUAL CIVIL E DO TRABALHO - Liquidação / Cumprimento / Execução - Multa de 10% - DIREITO PROCESSUAL CIVIL E DO TRABALHO - Liquidação / Cumprimento / Execução - Valor da Execução / Cálculo / Atualização - Juros -,"- Artigo 407 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 406 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 389 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 92 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 90 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 87 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 86 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 19 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 18 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 17 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 16 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 15 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 14 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 13 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 12 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 11 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 10 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 9 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 8 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 6 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 2 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 1 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 915 da Lei nº 13.105 de 16 de Março de 2015",polo_passivo,FALSE,FALSE
5622818-60.2019.8.09.0051,CPF,CPF,NOME,NOME,NOME,TJGO,,,PROCESSO CÍVEL E DO TRABALHO -> Processo de Conhecimento -> Procedimento de Conhecimento -> Procedimento do Juizado Especial Cível,DIREITO DO CONSUMIDOR -> Responsabilidade do Fornecedor -> Indenização por Dano Moral -> Inclusão Indevida em Cadastro de Inadimplentes - Lei  8.078/1990 (C.D.C.),"- Artigo 43 da Lei nº 8.078 de 11 de Setembro de 1990
- Inciso VI do Artigo 6 da Lei nº 8.078 de 11 de Setembro de 1990
- Artigo 6 da Lei nº 8.078 de 11 de Setembro de 1990",polo_ativo,FALSE,FALSE
0001265-92.2018.8.16.0193,CPF,CPF,NOME,NOME,NOME,TJPR,,Vara Cível,Monitória,Compra e Venda,"- Artigo 532 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 531 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 530 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 529 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 528 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 527 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 526 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 525 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 524 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 523 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 522 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 521 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 520 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 519 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 518 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 517 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 516 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 515 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 514 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 513 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 512 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 511 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 510 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 509 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 508 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 507 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 506 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 505 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 504 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 503 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 502 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 501 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 500 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 499 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 498 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 497 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 496 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 495 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 494 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 493 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 492 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 491 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 490 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 489 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 488 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 487 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 486 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 485 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 484 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 483 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 482 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 481 da Lei nº 10.406 de 10 de Janeiro de 2002",polo_ativo,FALSE,FALSE
0006186-40.2016.4.01.3904,CPF,CPF,NOME,NOME,NOME,TRF1,,Comarca,Ap,3553 - Concussão,,polo_passivo,FALSE,FALSE
0006186-40.2016.4.01.3904,CPF,CPF,NOME,NOME,NOME,TRF1,,Comarca,Ap,3553 - Concussão,,polo_passivo,FALSE,FALSE
0000496-52.2021.8.17.2230,CPF,CPF,NOME,NOME,NOME,TJPE,,Vara Única da Comarca de Barreiros,TERMO CIRCUNSTANCIADO,Difamação,,polo_ativo,TRUE,FALSE
0803929-80.2022.4.05.8400,CPF,CPF,NOME,NOME,NOME,TRF5,,VARA FEDERAL,CARTA DE ORDEM CRIMINAL,"DIREITO PROCESSUAL PENAL
Jurisdição e Competência
Competência da Justiça Federal",,polo_passivo,TRUE,FALSE
7000003-84.2019.8.26.0286,CPF,CPF,NOME,NOME,NOME,TJSP,,9ª Câmara de Direito Criminal,Agravo de Execução Penal,DIREITO PROCESSUAL PENAL-Execução Penal-Pena Privativa de Liberdade-Progressão de Regime,,polo_ativo,TRUE,FALSE
0012490-59.2021.8.26.0506,CPF,CPF,NOME,NOME,NOME,TJSP,Foro de Ribeirão Preto,1ª Vara do Júri e das Execuções Criminais,Petição Criminal,Petição intermediária,,polo_passivo,TRUE,FALSE
1017961-08.2020.4.01.3900,CPF,CPF,NOME,NOME,NOME,TRF1,,Vara Federal Cível e Criminal da SSJ,MANDADO DE SEGURANÇA CÍVEL,DIREITO CIVIL (899) - Coisas (10432) - Propriedade (10448) - Aquisião (10455 DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) - Dívida Ativa não-tributária (10394) - Multas e demais Sanções (10395) - Ambiental (10396,"- Artigo 1259 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1258 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1257 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1256 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1255 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1254 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1253 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1252 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1251 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1250 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1249 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1248 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1247 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1246 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1245 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1244 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1243 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1242 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1241 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1240 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1239 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1238 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1237 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1236 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1235 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1234 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1233 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1232 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1231 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1230 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1229 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1228 da Lei nº 10.406 de 10 de Janeiro de 2002
- Inciso I do Artigo 1225 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1225 da Lei nº 10.406 de 10 de Janeiro de 2002",polo_passivo,FALSE,FALSE
9000041-92.2017.8.21.0085,CPF,CPF,NOME,NOME,NOME,TJRS,,Vara Adjunta do JEC,procedimento do juizado especial cível,cheque :: competência do juizado especial cível,,polo_passivo,FALSE,FALSE
5001816-45.2022.8.13.0414,CPF,CPF,NOME,NOME,NOME,TJMG,,Juizado Especial,[CRIMINAL] TERMO CIRCUNSTANCIADO,DIREITO PENAL (287) - Crimes Previstos na Legislação Extravagante (3603) - Crimes de Tráfico Ilícito e Uso Indevido de Drogas (3607) - Posse de Drogas para Consumo Pessoal (5885,- Artigo 28 da Lei nº 11.343 de 23 de Agosto de 2006,polo_passivo,TRUE,FALSE
5006699-04.2022.8.21.0029,CPF,CPF,NOME,NOME,NOME,TJRS,Vara Cível,Juízo da 2ª Vara Cível da Comarca de Santo Ângelo,CUMPRIMENTO DE SENTENÇA,"Cheque, Espécies de títulos de crédito, Obrigações, DIREITO CIVIL","- Artigo 915 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 903 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 902 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 901 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 900 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 899 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 898 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 897 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 896 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 895 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 894 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 893 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 892 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 891 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 890 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 889 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 888 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 887 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 886 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 885 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 884 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 883 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 882 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 881 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 880 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 879 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 878 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 877 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 876 da Lei nº 13.105 de 16 de Março de 2015",polo_passivo,FALSE,FALSE
0000343-07.2009.4.01.3301,CPF,CPF,NOME,NOME,NOME,TRF1,,1ª VARA ILHÉUS,1116 - Execução Fiscal,5933 - IRPJImposto de Renda de Pessoa Jurídica,,polo_passivo,FALSE,FALSE
0022880-50.2012.8.21.0019,CPF,CPF,NOME,NOME,NOME,TJRS,,Vara do JEC,juizado especial cível (jec),reparação de danos,,polo_passivo,FALSE,FALSE
0000439-02.2022.5.06.0146,CPF,CPF,NOME,NOME,NOME,TRT6,Vara do Trabalho,6,HTE,"Abono - DIREITO DO TRABALHO - Remuneração, Verbas Indenizatórias e Benefícios",,polo_passivo,FALSE,FALSE
5001056-95.2022.8.13.0382,CPF,CPF,NOME,NOME,NOME,TJMG,,"Vara Criminal, de Execuções Penais e de Cartas Precatórias Cíveis",[CÍVEL] CARTA PRECATÓRIA CÍVEL,DIREITO PROCESSUAL CIVIL E DO TRABALHO / Objetos de cartas precatórias/de ordem / Atos executório,,polo_passivo,FALSE,TRUE
0003919-97.2012.4.03.6000,CPF,CPF,NOME,NOME,NOME,TRF3,,5a Vara / MS - Campo Grande,120 . INQUERITO POLICIAL,USO DE DOCUMENTO FALSO (ART. 3O4) - CRIMES CONTRA A FE PUBLICA - DIREITO PENAL,,polo_passivo,TRUE,FALSE
5012020-08.2022.8.13.0105,CPF,CPF,NOME,NOME,NOME,TJMG,Vara da Infância e da Juventude e de Precatórias Cíveis,Vara da Infância e da Juventude e de Precatórias Cíveis,[CÍVEL] CARTA PRECATÓRIA CÍVEL,DIREITO PROCESSUAL CIVIL E DO TRABALHO / Objetos de cartas precatórias/de ordem / Citaçã,,polo_passivo,FALSE,TRUE
5000378-74.2020.8.13.0051,CPF,CPF,NOME,NOME,NOME,TJMG,,Juizado Especial,[CÍVEL] PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,DIREITO CIVIL / Obrigações / Inadimplement,,polo_passivo,FALSE,FALSE
1009184-28.2021.8.26.0292,CPF,CPF,NOME,NOME,NOME,TJSP,Foro de Jacareí,1ª Vara Criminal,Execução de Pena de Multa,Pena de Multa,- Artigo 49 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940,polo_passivo,FALSE,FALSE
0214937-50.2017.8.04.0001,CPF,CPF,NOME,NOME,NOME,TJAM,"Fórum Henoch Reis da Comarca de Manaus, AM",,Apelação - Isonomia/equivalência Salarial,Isonomia/Equivalência Salarial,"- Inciso XIII do Artigo 37 da Constituição Federal de 1988
- Artigo 37 da Constituição Federal de 1988",polo_ativo,FALSE,FALSE
0034078-25.2018.8.19.0021,CPF,CPF,NOME,NOME,NOME,TJRJ,,5ª Vara Cível,Monitória,Enriquecimento sem Causa,"- Artigo 886 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 885 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 884 da Lei nº 10.406 de 10 de Janeiro de 2002",polo_ativo,FALSE,FALSE
0001619-90.2018.8.06.0001,CPF,CPF,NOME,NOME,NOME,TJCE,"Fórum Clóvis Beliláquia de Fortaleza, CE",Corregedoria dos Presídios e Estabelecimentos Penitenciários da Comarca de Fortaleza,Transferência entre estabelecimentos penais,Transferência de Preso,,polo_passivo,TRUE,FALSE
